"id","cliente_id","fecha","subtotal","pagado","saldo","productos_vendidos","total","tipo_pago","usuario"
"36","28","2025-10-08 17:05:22.549251",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":16,""subtotal"":512,""id_producto"":9,""precio_unitario"":32}]","512.0","Pendiente","Adrian"
"37","24","2025-10-08 17:05:59.692088",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":8,""subtotal"":256,""id_producto"":9,""precio_unitario"":32}]","256.0","Pendiente","Adrian"
"38","20","2025-10-08 17:06:29.176052",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":10,""subtotal"":320,""id_producto"":9,""precio_unitario"":32}]","320.0","Pendiente","Adrian"
"39","14","2025-10-08 17:06:55.997473",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":9,""subtotal"":288,""id_producto"":9,""precio_unitario"":32}]","288.0","Pendiente","Adrian"
"40","16","2025-10-08 17:08:10.312008",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":3,""subtotal"":96,""id_producto"":9,""precio_unitario"":32}]","96.0","Pendiente","Adrian"
"41","29","2025-10-08 17:09:07.897287",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":69,""subtotal"":2208,""id_producto"":9,""precio_unitario"":32}]","2208.0","Pendiente","Adrian"
"42","12","2025-10-08 17:09:31.771547",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":2,""subtotal"":64,""id_producto"":9,""precio_unitario"":32}]","64.0","Pendiente","Adrian"
"43","12","2025-10-08 17:10:05.407194",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","32.0","Pendiente","Adrian"
"44","30","2025-10-08 17:10:47.223329",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","32.0","Pendiente","Adrian"
"45","31","2025-10-08 17:12:14.525609",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":6,""subtotal"":192,""id_producto"":9,""precio_unitario"":32}]","192.0","Pendiente","Adrian"
"46","2","2025-10-08 17:13:03.250865",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","32.0","Pendiente","Adrian"
"47","32","2025-10-08 17:14:07.731875",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":8,""subtotal"":256,""id_producto"":9,""precio_unitario"":32}]","256.0","Pendiente","Adrian"
"48","33","2025-10-08 19:34:23.760616",,"1406.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":38,""subtotal"":1406,""id_producto"":8,""precio_unitario"":37}]","1406.0","Efectivo","Adrian"
"49","16","2025-10-08 19:35:29.771049",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"50","25","2025-10-08 19:36:49.522873",,"74.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Efectivo","Adrian"
"51","16","2025-10-08 19:37:25.965842",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"52","13","2025-10-08 19:38:12.129374",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"53","13","2025-10-08 19:38:12.756566",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"54","2","2025-10-08 19:39:11.34251",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"55","2","2025-10-08 19:39:57.393764",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"56","19","2025-10-08 19:40:38.038121",,"320.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":10,""subtotal"":320,""id_producto"":9,""precio_unitario"":32}]","320.0","Efectivo","Adrian"
"57","13","2025-10-08 19:41:19.124326",,"210.0",,"[{""nombre"":""Lavadora automatica Milexus"",""cantidad"":1,""subtotal"":210,""id_producto"":18,""precio_unitario"":210}]","210.0","Efectivo","Adrian"
"58","10","2025-10-08 19:41:56.969104",,"210.0",,"[{""nombre"":""Lavadora automatica Milexus"",""cantidad"":1,""subtotal"":210,""id_producto"":18,""precio_unitario"":210}]","210.0","Efectivo","Adrian"
"59","34","2025-10-08 19:43:27.631006",,"210.0",,"[{""nombre"":""Lavadora automatica Milexus"",""cantidad"":1,""subtotal"":210,""id_producto"":18,""precio_unitario"":210}]","210.0","Efectivo","Adrian"
"60","35","2025-10-08 19:45:33.083121",,"777.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":21,""subtotal"":777,""id_producto"":8,""precio_unitario"":37}]","777.0","Efectivo","Adrian"
"61","36","2025-10-08 19:47:12.892159",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"62","35","2025-10-08 19:47:53.474202",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"63","10","2025-10-08 19:50:04.872717",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"64","16","2025-10-08 19:55:33.541492",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"65","36","2025-10-08 20:28:42.338793",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"66","21","2025-10-08 20:31:20.217531",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""subtotal"":130,""id_producto"":3,""precio_unitario"":65}]","130.0","Pendiente","Adrian"
"67","19","2025-10-08 21:14:07.347953",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Pendiente","Adrian"
"68","16","2025-10-08 21:24:45.393558",,"148.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":4,""subtotal"":148,""id_producto"":8,""precio_unitario"":37}]","148.0","Efectivo","Adrian"
"69","38","2025-10-09 13:26:51.022724",,"74.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Efectivo","admin"
"70","33","2025-10-09 13:31:11.563314",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":40,""subtotal"":1480,""id_producto"":8,""precio_unitario"":37}]","1480.0","Pendiente","admin"
"71","36","2025-10-09 13:46:39.783162",,"185.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":5,""subtotal"":185,""id_producto"":8,""precio_unitario"":37}]","185.0","Efectivo","admin"
"72","16","2025-10-09 14:01:14.984447",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","admin"
"73","39","2025-10-09 14:09:33.134448",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Pendiente","admin"
"74","40","2025-10-09 15:03:45.363185",,"185.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":5,""subtotal"":185,""id_producto"":8,""precio_unitario"":37}]","185.0","Efectivo","admin"
"75","10","2025-10-09 15:04:39.854551",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Pendiente","admin"
"76","36","2025-10-09 15:28:50.885091",,"130.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""subtotal"":130,""id_producto"":3,""precio_unitario"":65}]","130.0","Efectivo","admin"
"77","34","2025-10-09 15:32:45.794315",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","admin"
"78","34","2025-10-09 15:37:18.196356",,"80.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":80,""id_producto"":3,""precio_unitario"":80}]","80.0","Efectivo","admin"
"79","41","2025-10-09 16:14:03.762008",,"36.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":36,""id_producto"":9,""precio_unitario"":36}]","36.0","Efectivo","Adrian"
"80","42","2025-10-09 16:54:37.016494",,"185.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":5,""subtotal"":185,""id_producto"":8,""precio_unitario"":37}]","185.0","Efectivo","Adrian"
"81","43","2025-10-09 17:21:24.642839",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":10,""subtotal"":400,""id_producto"":8,""precio_unitario"":40}]","400.0","Pendiente","Adrian"
"82","44","2025-10-09 17:31:38.839753",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":20,""subtotal"":780,""id_producto"":8,""precio_unitario"":39}]","780.0","Pendiente","Adrian"
"83","45","2025-10-09 17:47:57.907171",,"70.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":70,""id_producto"":3,""precio_unitario"":70}]","70.0","Efectivo","Adrian"
"84","46","2025-10-09 18:19:46.043901",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":6,""subtotal"":390,""id_producto"":3,""precio_unitario"":65}]","390.0","Pendiente","Adrian"
"85","47","2025-10-09 19:03:28.642601",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65},{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37},{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","134.0","Pendiente","Adrian"
"86","48","2025-10-09 19:52:14.566347",,"445.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65},{""nombre"":""Ventilador JMD 12p"",""cantidad"":10,""subtotal"":380,""id_producto"":8,""precio_unitario"":38}]","445.0","Efectivo","Adrian"
"87","49","2025-10-09 20:45:58.157331",,"684.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":18,""subtotal"":684,""id_producto"":8,""precio_unitario"":38}]","684.0","Efectivo","Adrian"
"88","19","2025-10-09 20:49:57.122491",,"74.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Efectivo","Adrian"
"89","38","2025-10-10 13:42:26.594851",,"80.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":80,""id_producto"":8,""precio_unitario"":40}]","80.0","Efectivo","Adrian"
"90","16","2025-10-10 15:39:06.083905",,"96.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":3,""subtotal"":96,""id_producto"":9,""precio_unitario"":32}]","96.0","Efectivo","Adrian"
"91","12","2025-10-10 16:36:06.747412",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":10,""subtotal"":370,""id_producto"":8,""precio_unitario"":37}]","370.0","Pendiente","Adrian"
"92","12","2025-10-10 16:40:24.222533",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Pendiente","Adrian"
"93","51","2025-10-10 16:48:21.846999",,"80.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":80,""id_producto"":8,""precio_unitario"":40}]","80.0","Efectivo","Adrian"
"94","52","2025-10-10 17:13:58.775572",,"40.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":40,""id_producto"":8,""precio_unitario"":40}]","40.0","Efectivo","Adrian"
"95","53","2025-10-10 18:22:41.302816",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":30,""subtotal"":1140,""id_producto"":8,""precio_unitario"":38},{""nombre"":""Ventilador JMD 18p"",""cantidad"":20,""subtotal"":1500,""id_producto"":3,""precio_unitario"":75}]","2640.0","Pendiente","Adrian"
"96","47","2025-10-10 19:21:40.360397",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65},{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37},{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","134.0","Pendiente","Adrian"
"97","54","2025-10-10 19:25:27.523865",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":80,""id_producto"":3,""precio_unitario"":80}]","80.0","Pendiente","Adrian"
"98","22","2025-10-10 20:02:47.974329",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":75,""id_producto"":3,""precio_unitario"":75}]","75.0","Pendiente","Adrian"
"99","47","2025-10-10 20:36:46.829559",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"100","15","2025-10-10 20:38:27.333494",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":4,""subtotal"":148,""id_producto"":8,""precio_unitario"":37}]","148.0","Pendiente","Adrian"
"101","55","2025-10-11 13:14:29.703727",,"50.0",,"[{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","50.0","Efectivo","Adrian"
"102","56","2025-10-11 13:31:43.45523",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"103","57","2025-10-11 14:06:37.936692",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":45,""id_producto"":8,""precio_unitario"":45}]","45.0","Pendiente","Adrian"
"104","58","2025-10-11 14:07:50.380213",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":45,""id_producto"":8,""precio_unitario"":45}]","45.0","Pendiente","Adrian"
"105","59","2025-10-11 15:00:53.149895",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":42,""id_producto"":8,""precio_unitario"":42}]","42.0","Pendiente","Adrian"
"106","60","2025-10-11 15:24:50.396932",,"1680.0",,"[{""nombre"":""Lavadora automatica Milexus"",""cantidad"":8,""subtotal"":1680,""id_producto"":18,""precio_unitario"":210}]","1680.0","Efectivo","Adrian"
"107","12","2025-10-11 15:37:41.285622",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Pendiente","Adrian"
"108","14","2025-10-11 16:09:42.901919",,"0.0",,"[{""nombre"":""Olla Reina JMD"",""cantidad"":1,""subtotal"":50,""id_producto"":19,""precio_unitario"":50}]","50.0","Pendiente","Adrian"
"109","14","2025-10-11 16:10:43.859572",,"0.0",,"[{""nombre"":""Cocina Infrarroja Briderk"",""cantidad"":1,""subtotal"":32,""id_producto"":9,""precio_unitario"":32}]","32.0","Pendiente","Adrian"
"110","40","2025-10-11 16:26:35.349692",,"195.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":5,""subtotal"":195,""id_producto"":8,""precio_unitario"":39}]","195.0","Efectivo","Adrian"
"111","5","2025-10-11 17:17:53.794033",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":10,""subtotal"":650,""id_producto"":3,""precio_unitario"":65}]","650.0","Pendiente","Adrian"
"112","5","2025-10-11 17:18:29.710668",,"555.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":15,""subtotal"":555,""id_producto"":8,""precio_unitario"":37}]","555.0","Efectivo","Adrian"
"113","61","2025-10-11 17:41:02.026041",,"75.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":75,""id_producto"":3,""precio_unitario"":75}]","75.0","Efectivo","Adrian"
"114","62","2025-10-11 18:20:49.046007",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":2,""subtotal"":74,""id_producto"":8,""precio_unitario"":37}]","74.0","Pendiente","Adrian"
"115","63","2025-10-11 20:20:25.940256",,"585.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":15,""subtotal"":585,""id_producto"":8,""precio_unitario"":39}]","585.0","Efectivo","Adrian"
"116","16","2025-10-11 20:23:13.518161",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Pendiente","Adrian"
"117","16","2025-10-11 20:29:48.561559",,"0.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Pendiente","Adrian"
"118","17","2025-10-11 20:32:18.8128",,"0.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":3,""subtotal"":195,""id_producto"":3,""precio_unitario"":65}]","195.0","Pendiente","Adrian"
"119","50","2025-10-13 13:36:28.465103",,"120.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":3,""subtotal"":120,""id_producto"":8,""precio_unitario"":40}]","120.0","Efectivo","Adrian"
"120","35","2025-10-13 15:05:32.435333",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"121","40","2025-10-13 15:43:14.738875",,"234.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":6,""subtotal"":234,""id_producto"":8,""precio_unitario"":39}]","234.0","Efectivo","Adrian"
"122","35","2025-10-13 15:46:34.729273",,"65.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":65,""id_producto"":3,""precio_unitario"":65}]","65.0","Efectivo","Adrian"
"123","64","2025-10-13 16:50:11.606354",,"70.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":1,""subtotal"":70,""id_producto"":3,""precio_unitario"":70}]","70.0","Efectivo","Adrian"
"124","65","2025-10-13 17:13:33.272068",,"42.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":42,""id_producto"":8,""precio_unitario"":42}]","42.0","Efectivo","Adrian"
"125","66","2025-10-13 17:50:57.205996",,"37.0",,"[{""nombre"":""Ventilador JMD 12p"",""cantidad"":1,""subtotal"":37,""id_producto"":8,""precio_unitario"":37}]","37.0","Efectivo","Adrian"
"126","67","2025-10-13 18:37:39.087124",,"140.0",,"[{""nombre"":""Ventilador JMD 18p"",""cantidad"":2,""subtotal"":140,""id_producto"":3,""precio_unitario"":70}]","140.0","Efectivo","Adrian"
